cid,title,cat,cat_path,page,langs,n_langs
ENP006157,Changgo 43,음식,Cuisine > Korean > Restaurants,57,KOP006157:한국어|ENP006157:영어|JPP006157:일본어|CNP006157:중국어 간체|TCP006157:중국어 번체,5
ENP006182,Tenkai,음식,Cuisine > Foreign > Restaurant > Japanese,57,KOP006182:한국어|ENP006182:영어|JPP006182:일본어|CNP006182:중국어 간체|TCP006182:중국어 번체,5
ENP005983,Xingkai,음식,Cuisine > Foreign > Restaurant > Chinese,57,KOP005983:한국어|ENP005983:영어|JPP005983:일본어|CNP005983:중국어 간체|TCP005983:중국어 번체,5
ENP006438,Naegohyang Sikdang,음식,Cuisine > Korean > Restaurants,57,KOP006438:한국어|ENP006438:영어|JPP006438:일본어|CNP006438:중국어 간체|TCP006438:중국어 번체,5
ENP006473,Deutsch House,음식,Cuisine > Foreign > Restaurant > Western,57,KOP006473:한국어|ENP006473:영어|JPP006473:일본어|CNP006473:중국어 간체|TCP006473:중국어 번체,5
ENP006509,Donga Naengmyeon,음식,Cuisine > Korean > Restaurants,58,KOP006509:한국어|ENP006509:영어|JPP006509:일본어|CNP006509:중국어 간체|TCP006509:중국어 번체,5
ENP006587,Dugahun,음식,Cuisine > Foreign > Restaurant > Western,58,KOP006587:한국어|ENP006587:영어|JPP006587:일본어|CNP006587:중국어 간체|TCP006587:중국어 번체,5
ENP006397,Gaehwa,음식,Cuisine > Foreign > Restaurant > Chinese,58,KOP006397:한국어|ENP006397:영어|JPP006397:일본어|CNP006397:중국어 간체|TCP006397:중국어 번체,5
ENP006052,Chungmu Gimbap,음식,Cuisine > Korean > Restaurants,58,KOP006052:한국어|ENP006052:영어|JPP006052:일본어|CNP006052:중국어 간체|TCP006052:중국어 번체,5
ENP006102,Chungmu Sanghoe,음식,Cuisine > Korean > Restaurants,58,KOP006102:한국어|ENP006102:영어|JPP006102:일본어|CNP006102:중국어 간체|TCP006102:중국어 번체,5
ENP006891,Walking On The Cloud,음식,Cuisine > Foreign > Restaurant > Western,58,KOP006891:한국어|ENP006891:영어|JPP006891:일본어|CNP006891:중국어 간체|TCP006891:중국어 번체,5
ENP006790,Yeolhae,음식,Cuisine > Foreign > Restaurant > Japanese,58,KOP006790:한국어|ENP006790:영어|JPP006790:일본어|CNP006790:중국어 간체|TCP006790:중국어 번체,5
ENP006357,Seongbukdong Nurungji Baeksuk,음식,Cuisine > Korean > Restaurants,58,KOP006357:한국어|ENP006357:영어|JPP006357:일본어|CNP006357:중국어 간체|TCP006357:중국어 번체,5
ENP006386,Seongbukdong Dwaejigalbijip,음식,Cuisine > Korean > Restaurants,58,KOP006386:한국어|ENP006386:영어|JPP006386:일본어|CNP006386:중국어 간체|TCP006386:중국어 번체,5
ENP006425,Songajeossi Bindaetteok,음식,Cuisine > Korean > Restaurants,58,KOP006425:한국어|ENP006425:영어|JPP006425:일본어|CNP006425:중국어 간체,4
ENP006539,Akasaka,음식,Cuisine > Foreign > Restaurant > Japanese,58,KOP006539:한국어|ENP006539:영어|JPP006539:일본어|CNP006539:중국어 간체|TCP006539:중국어 번체,5
ENP006210,Busan Bokjip,음식,Cuisine > Korean > Restaurants,58,KOP006210:한국어|ENP006210:영어|JPP006210:일본어|CNP006210:중국어 간체|TCP006210:중국어 번체,5
ENP006241,Biyangdo,음식,Cuisine > Foreign > Restaurant > Japanese,58,KOP006241:한국어|ENP006241:영어|JPP006241:일본어|CNP006241:중국어 간체|TCP006241:중국어 번체,5
ENP006324,Seogeulleongtang,음식,Cuisine > Korean > Restaurants,58,KOP006324:한국어|ENP006324:영어|JPP006324:일본어|CNP006324:중국어 간체|TCP006324:중국어 번체,5
ENP006042,Moodeungsan,음식,Cuisine > Korean > Restaurants,58,KOP006042:한국어|ENP006042:영어|JPP006042:일본어|CNP006042:중국어 간체|TCP006042:중국어 번체,5
ENP006096,Bada Sikdang,음식,Cuisine > Korean > Restaurants,58,KOP006096:한국어|ENP006096:영어|JPP006096:일본어|CNP006096:중국어 간체|TCP006096:중국어 번체,5
ENP004169,Tour du Vin,음식,Cuisine > Bars > & > Clubs,58,KOP004169:한국어|ENP004169:영어|JPP004169:일본어|CNP004169:중국어 간체|TCP004169:중국어 번체,5
ENP006014,Ribuk Sonmandu,음식,Cuisine > Korean > Restaurants,58,KOP006014:한국어|ENP006014:영어|JPP006014:일본어|CNP006014:중국어 간체|TCP006014:중국어 번체,5
ENP004934,Geumseong Steak,음식,Cuisine > Korean > Restaurants,58,KOP004934:한국어|ENP004934:영어|JPP004934:일본어|CNP004934:중국어 간체|TCP004934:중국어 번체,5
ENP003416,Jindong Hoetjip,음식,Cuisine > Korean > Restaurants,58,KOP003416:한국어|ENP003416:영어|JPP003416:일본어|CNP003416:중국어 간체|TCP003416:중국어 번체,5
ENP003563,Alladinui Yanggogi,음식,Cuisine > Foreign > Restaurant > Others,59,KOP003563:한국어|ENP003563:영어|JPP003563:일본어|CNP003563:중국어 간체|TCP003563:중국어 번체|RUP003563:러시아어|MLP003563:말레이어,7
ENP003766,Winenara,음식,Cuisine,59,KOP003766:한국어|ENP003766:영어|JPP003766:일본어|CNP003766:중국어 간체|TCP003766:중국어 번체|RUP003766:러시아어,6
ENP003865,Macha Hoejip,음식,Cuisine > Korean > Restaurants,59,KOP003865:한국어|ENP003865:영어|JPP003865:일본어|CNP003865:중국어 간체|TCP003865:중국어 번체,5
ENP004053,Western China,음식,Cuisine > Foreign > Restaurant > Chinese,59,KOP004053:한국어|ENP004053:영어|JPP004053:일본어|CNP004053:중국어 간체|TCP004053:중국어 번체,5
ENP005069,Samseong Wonjo Yanggopchang,음식,Cuisine > Korean > Restaurants,59,KOP005069:한국어|ENP005069:영어|JPP005069:일본어|CNP005069:중국어 간체|TCP005069:중국어 번체|RUP005069:러시아어,6
ENP005115,Gran Gusto,음식,Cuisine > Foreign > Restaurant > Western,59,KOP005115:한국어|ENP005115:영어|JPP005115:일본어|CNP005115:중국어 간체|TCP005115:중국어 번체|RUP005115:러시아어,6
ENP005560,Cake House Wien,음식,Cuisine > Cafes > & > Tea > Shops,59,KOP005560:한국어|ENP005560:영어|JPP005560:일본어|CNP005560:중국어 간체|TCP005560:중국어 번체,5
ENP002686,Miel,음식,Cuisine > Foreign > Restaurant > Western,59,KOP002686:한국어|ENP002686:영어|JPP002686:일본어|CNP002686:중국어 간체|TCP002686:중국어 번체,5
ENP003272,Gayang Kalguksu Beoseonmaeuntang,음식,Cuisine > Korean > Restaurants,59,KOP003272:한국어|ENP003272:영어|JPP003272:일본어|CNP003272:중국어 간체|TCP003272:중국어 번체,5
ENP003537,Mamma KiKi,음식,Cuisine > Bars > & > Clubs,59,KOP003537:한국어|ENP003537:영어|JPP003537:일본어|CNP003537:중국어 간체|TCP003537:중국어 번체,5
ENP003578,Eoyang,음식,Cuisine > Foreign > Restaurant > Chinese,59,KOP003578:한국어|ENP003578:영어|JPP003578:일본어|CNP003578:중국어 간체|TCP003578:중국어 번체,5
ENP004710,Gohyangjip,음식,Cuisine > Korean > Restaurants,59,KOP004710:한국어|ENP004710:영어|JPP004710:일본어|CNP004710:중국어 간체|TCP004710:중국어 번체,5
ENP004858,Gulbi Maeul,음식,Cuisine > Korean > Restaurants,59,KOP004858:한국어|ENP004858:영어|JPP004858:일본어|CNP004858:중국어 간체|TCP004858:중국어 번체,5
ENP005470,Papaho,음식,Cuisine > Foreign > Restaurant > Others,59,KOP005470:한국어|ENP005470:영어|JPP005470:일본어|CNP005470:중국어 간체|TCP005470:중국어 번체|RUP005470:러시아어,6
ENP003367,Sujeong,음식,Cuisine > Korean > Restaurants,59,KOP003367:한국어|ENP003367:영어|JPP003367:일본어|CNP003367:중국어 간체|TCP003367:중국어 번체|RUP003367:러시아어,6
ENP003542,Miumiu,음식,Cuisine > Korean > Restaurants,59,KOP003542:한국어|ENP003542:영어|JPP003542:일본어|CNP003542:중국어 간체|TCP003542:중국어 번체,5
ENP004813,Potala,음식,Cuisine > Foreign > Restaurant > Others,59,KOP004813:한국어|ENP004813:영어|JPP004813:일본어|CNP004813:중국어 간체|TCP004813:중국어 번체|MLP004813:말레이어,6
ENP004897,Grand Ciel,음식,Cuisine > Foreign > Restaurant > Western,59,KOP004897:한국어|ENP004897:영어|JPP004897:일본어|CNP004897:중국어 간체|TCP004897:중국어 번체,5
ENP005292,Kkotji,음식,Cuisine > Korean > Restaurants,59,KOP005292:한국어|ENP005292:영어|JPP005292:일본어|CNP005292:중국어 간체|TCP005292:중국어 번체,5
ENP003003,Gaehwaok,음식,Cuisine > Korean > Restaurants,59,KOP003003:한국어|ENP003003:영어|JPP003003:일본어|CNP003003:중국어 간체|TCP003003:중국어 번체,5
ENP003481,Huijeong Sikdang,음식,Cuisine > Korean > Restaurants,60,KOP003481:한국어|ENP003481:영어|JPP003481:일본어|CNP003481:중국어 간체|TCP003481:중국어 번체|RUP003481:러시아어,6
ENP003803,Obaltan,음식,Cuisine > Korean > Restaurants,60,KOP003803:한국어|ENP003803:영어|JPP003803:일본어|CNP003803:중국어 간체|TCP003803:중국어 번체,5
ENP004018,Hakoya,음식,Cuisine > Foreign > Restaurant > Japanese,60,KOP004018:한국어|ENP004018:영어|JPP004018:일본어|CNP004018:중국어 간체|TCP004018:중국어 번체|RUP004018:러시아어,6
ENP005182,Mi Piace,음식,Cuisine > Foreign > Restaurant > Western,60,KOP005182:한국어|ENP005182:영어|JPP005182:일본어|CNP005182:중국어 간체|TCP005182:중국어 번체|RUP005182:러시아어,6
ENP002592,Hachiho,음식,Cuisine > Foreign > Restaurant > Japanese,60,KOP002592:한국어|ENP002592:영어|JPP002592:일본어|CNP002592:중국어 간체|TCP002592:중국어 번체,5
ENP003072,Spain Club,음식,Cuisine > Foreign > Restaurant > Western,60,KOP003072:한국어|ENP003072:영어|JPP003072:일본어|CNP003072:중국어 간체|TCP003072:중국어 번체|RUP003072:러시아어,6
ENP003422,Neobijip,음식,Cuisine > Korean > Restaurants,60,KOP003422:한국어|ENP003422:영어|JPP003422:일본어|CNP003422:중국어 간체|TCP003422:중국어 번체|RUP003422:러시아어,6
ENP003439,Sodo,음식,Cuisine > Foreign > Restaurant > Japanese,60,KOP003439:한국어|ENP003439:영어|JPP003439:일본어|CNP003439:중국어 간체|TCP003439:중국어 번체|RUP003439:러시아어,6
ENP003748,Bongsanjip,음식,Cuisine > Korean > Restaurants,60,KOP003748:한국어|ENP003748:영어|JPP003748:일본어|CNP003748:중국어 간체|TCP003748:중국어 번체|RUP003748:러시아어,6
ENP003780,Nodeulgang,음식,Cuisine > Korean > Restaurants,60,KOP003780:한국어|ENP003780:영어|JPP003780:일본어|CNP003780:중국어 간체|TCP003780:중국어 번체,5
ENP004486,Michiru Sushi,음식,Cuisine > Foreign > Restaurant > Japanese,60,KOP004486:한국어|ENP004486:영어|JPP004486:일본어|CNP004486:중국어 간체|TCP004486:중국어 번체,5
ENP004547,Cheongiljip,음식,Cuisine > Korean > Restaurants,60,KOP004547:한국어|ENP004547:영어|JPP004547:일본어|CNP004547:중국어 간체|TCP004547:중국어 번체|RUP004547:러시아어,6
ENP004585,Seogung,음식,Cuisine > Foreign > Restaurant > Chinese,60,KOP004585:한국어|ENP004585:영어|JPP004585:일본어|CNP004585:중국어 간체|RUP004585:러시아어,5
ENP004828,Goo STK 528,음식,Cuisine > Foreign > Restaurant > Western,60,KOP004828:한국어|ENP004828:영어|JPP004828:일본어|CNP004828:중국어 간체|TCP004828:중국어 번체|RUP004828:러시아어,6
ENP004984,Yeongdong Seolleongtang,음식,Cuisine > Korean > Restaurants,60,KOP004984:한국어|ENP004984:영어|JPP004984:일본어|CNP004984:중국어 간체|TCP004984:중국어 번체,5
ENP005341,Jeonju Sikdang Cheonggukjangjip,음식,Cuisine > Korean > Restaurants,60,KOP005341:한국어|ENP005341:영어|JPP005341:일본어|CNP005341:중국어 간체|TCP005341:중국어 번체,5
ENP003362,Iseungnamui Kkotgwa Ppang,음식,Cuisine > Cafes > & > Tea > Shops,60,KOP003362:한국어|ENP003362:영어|JPP003362:일본어|CNP003362:중국어 간체|TCP003362:중국어 번체,5
ENP003469,Mado,음식,Cuisine > Foreign > Restaurant > Japanese,60,KOP003469:한국어|ENP003469:영어|JPP003469:일본어|CNP003469:중국어 간체|TCP003469:중국어 번체,5
ENP005391,Cheongdam Bokjip,음식,Cuisine > Korean > Restaurants,60,KOP005391:한국어|ENP005391:영어|JPP005391:일본어|CNP005391:중국어 간체|TCP005391:중국어 번체,5
ENP005408,Daechi Jeongyuk Sikdang,음식,Cuisine > Korean > Restaurants,60,KOP005408:한국어|ENP005408:영어|JPP005408:일본어|CNP005408:중국어 간체|TCP005408:중국어 번체,5
ENP005496,Cheongdamgol,음식,Cuisine > Korean > Restaurants,61,KOP005496:한국어|ENP005496:영어|JPP005496:일본어|CNP005496:중국어 간체|TCP005496:중국어 번체,5
ENP005757,Mapo Sutbulgalbi,음식,Cuisine > Korean > Restaurants,61,KOP005757:한국어|ENP005757:영어|JPP005757:일본어|CNP005757:중국어 간체|TCP005757:중국어 번체,5
ENP003428,Ariake,음식,Cuisine > Foreign > Restaurant > Japanese,61,KOP003428:한국어|ENP003428:영어|JPP003428:일본어|CNP003428:중국어 간체|TCP003428:중국어 번체|RUP003428:러시아어,6
ENP003624,Musha,음식,Cuisine > Bars > & > Clubs,61,KOP003624:한국어|ENP003624:영어|JPP003624:일본어|CNP003624:중국어 간체|TCP003624:중국어 번체,5
ENP004041,Daewoo Budae Jjigae,음식,Cuisine > Korean > Restaurants,61,KOP004041:한국어|ENP004041:영어|JPP004041:일본어|CNP004041:중국어 간체|TCP004041:중국어 번체,5
ENP005679,MAO,음식,Cuisine > Foreign > Restaurant > Chinese,61,KOP005679:한국어|ENP005679:영어|JPP005679:일본어|CNP005679:중국어 간체|TCP005679:중국어 번체,5
ENP002836,Ju Bean,음식,Cuisine > Cafes > & > Tea > Shops,61,KOP002836:한국어|ENP002836:영어|JPP002836:일본어|CNP002836:중국어 간체|TCP002836:중국어 번체|RUP002836:러시아어,6
ENP003475,Seongminchon,음식,Cuisine > Korean > Restaurants,61,KOP003475:한국어|ENP003475:영어|JPP003475:일본어|CNP003475:중국어 간체,4
ENP003645,Aji Gen,음식,Cuisine > Foreign > Restaurant > Japanese,61,KOP003645:한국어|ENP003645:영어|JPP003645:일본어|CNP003645:중국어 간체|TCP003645:중국어 번체,5
ENP003707,Niwa,음식,Cuisine > Foreign > Restaurant > Japanese,61,KOP003707:한국어|ENP003707:영어|JPP003707:일본어|CNP003707:중국어 간체|TCP003707:중국어 번체|RUP003707:러시아어,6
ENP005593,Bistro de Yountville,음식,Cuisine > Foreign > Restaurant > Western,61,KOP005593:한국어|ENP005593:영어|JPP005593:일본어|CNP005593:중국어 간체|TCP005593:중국어 번체,5
ENP002753,Jangwon Bugeoguk,음식,Cuisine > Korean > Restaurants,61,KOP002753:한국어|ENP002753:영어|JPP002753:일본어|CNP002753:중국어 간체|TCP002753:중국어 번체|RUP002753:러시아어,6
ENP003612,La Bonne Tarte,음식,Cuisine > Cafes > & > Tea > Shops,61,KOP003612:한국어|ENP003612:영어|JPP003612:일본어|CNP003612:중국어 간체|TCP003612:중국어 번체,5
ENP004113,DUBLIN,음식,Cuisine > Bars > & > Clubs,61,KOP004113:한국어|ENP004113:영어|JPP004113:일본어|CNP004113:중국어 간체|TCP004113:중국어 번체,5
ENP005571,Lisian,음식,Cuisine > Foreign > Restaurant > Chinese,61,KOP005571:한국어|ENP005571:영어|JPP005571:일본어|CNP005571:중국어 간체|TCP005571:중국어 번체,5
ENP003250,Panax,음식,Cuisine > Korean > Restaurants,61,KOP003250:한국어|ENP003250:영어|JPP003250:일본어|CNP003250:중국어 간체|TCP003250:중국어 번체|RUP003250:러시아어,6
ENP004961,Yeosu Dongchon,음식,Cuisine > Korean > Restaurants,61,KOP004961:한국어|ENP004961:영어|JPP004961:일본어|CNP004961:중국어 간체|TCP004961:중국어 번체,5
ENP005515,Dukkeobi Jeongyukjeom Sikdang,음식,Cuisine > Korean > Restaurants,61,KOP005515:한국어|ENP005515:영어|JPP005515:일본어|CNP005515:중국어 간체|TCP005515:중국어 번체,5
ENP005525,Cafe Monday To Sunday,음식,Cuisine > Foreign > Restaurant > Western,61,KOP005525:한국어|ENP005525:영어|JPP005525:일본어|CNP005525:중국어 간체|TCP005525:중국어 번체,5
ENP005599,Madang,음식,Cuisine > Cafes > & > Tea > Shops,61,KOP005599:한국어|ENP005599:영어|JPP005599:일본어|CNP005599:중국어 간체|TCP005599:중국어 번체,5
ENP005770,L&#039;Espoir du Hibou,음식,Cuisine > Foreign > Restaurant > Western,62,KOP005770:한국어|ENP005770:영어|JPP005770:일본어|CNP005770:중국어 간체|TCP005770:중국어 번체|RUP005770:러시아어,6
ENP003346,Gumasan,음식,Cuisine > Korean > Restaurants,62,KOP003346:한국어|ENP003346:영어|JPP003346:일본어|CNP003346:중국어 간체|TCP003346:중국어 번체,5
ENP004214,Doenjang Yesulgwa Sul,음식,Cuisine > Korean > Restaurants,62,KOP004214:한국어|ENP004214:영어|JPP004214:일본어|CNP004214:중국어 간체|TCP004214:중국어 번체,5
ENP004851,Herzia,음식,Cuisine > Foreign > Restaurant > Western,62,KOP004851:한국어|ENP004851:영어|JPP004851:일본어|CNP004851:중국어 간체|TCP004851:중국어 번체,5
ENP003401,Daeyeo,음식,Cuisine > Korean > Restaurants,62,KOP003401:한국어|ENP003401:영어|JPP003401:일본어|CNP003401:중국어 간체|TCP003401:중국어 번체,5
ENP003657,Chuncheonjip Dakgalbi Makguksu,음식,Cuisine > Korean > Restaurants,62,KOP003657:한국어|ENP003657:영어|JPP003657:일본어|CNP003657:중국어 간체|TCP003657:중국어 번체,5
ENP004122,Sushi Gen,음식,Cuisine > Foreign > Restaurant > Japanese,62,KOP004122:한국어|ENP004122:영어|JPP004122:일본어|CNP004122:중국어 간체|TCP004122:중국어 번체,5
ENP004220,La Saveur,음식,Cuisine > Foreign > Restaurant > Western,62,KOP004220:한국어|ENP004220:영어|JPP004220:일본어|CNP004220:중국어 간체|TCP004220:중국어 번체,5
ENP004372,Mongnan,음식,Cuisine > Foreign > Restaurant > Chinese,62,KOP004372:한국어|ENP004372:영어|JPP004372:일본어|CNP004372:중국어 간체|TCP004372:중국어 번체,5
ENP005217,Cavallo Bianco,음식,Cuisine > Foreign > Restaurant > Western,62,KOP005217:한국어|ENP005217:영어|JPP005217:일본어|CNP005217:중국어 간체|TCP005217:중국어 번체|RUP005217:러시아어,6
ENP005422,Jungsik Seoul,음식,Cuisine > Korean > Restaurants,62,KOP005422:한국어|ENP005422:영어|JPP005422:일본어|CNP005422:중국어 간체|TCP005422:중국어 번체,5
ENP003526,Ttalgigol Bunsik,음식,Cuisine > Korean > Restaurants,62,KOP003526:한국어|ENP003526:영어|JPP003526:일본어|CNP003526:중국어 간체|TCP003526:중국어 번체,5
ENP004148,Manbongnim,음식,Cuisine > Foreign > Restaurant > Chinese,62,KOP004148:한국어|ENP004148:영어|JPP004148:일본어|CNP004148:중국어 간체|TCP004148:중국어 번체,5
ENP004869,Mandujip,음식,Cuisine > Korean > Restaurants,62,KOP004869:한국어|ENP004869:영어|JPP004869:일본어|CNP004869:중국어 간체|TCP004869:중국어 번체,5
ENP005385,Baetgodong,음식,Cuisine > Korean > Restaurants,62,KOP005385:한국어|ENP005385:영어|JPP005385:일본어|CNP005385:중국어 간체|TCP005385:중국어 번체,5
