cid,title,cat,cat_path,page,langs,n_langs
ENP013280,Mangnae Hoe Center,음식,Cuisine > Korean > Restaurants,50,KOP013280:한국어|ENP013280:영어|JPP013280:일본어|CNP013280:중국어 간체|TCP013280:중국어 번체|RUP013280:러시아어,6
ENP013124,Muntaro,음식,Cuisine > Foreign > Restaurant > Japanese,50,KOP013124:한국어|ENP013124:영어|JPP013124:일본어|CNP013124:중국어 간체|TCP013124:중국어 번체|RUP013124:러시아어,6
ENP013129,Gitdaebong Naengmyeon,음식,Cuisine > Korean > Restaurants,50,KOP013129:한국어|ENP013129:영어|JPP013129:일본어|CNP013129:중국어 간체|TCP013129:중국어 번체|RUP013129:러시아어,6
ENP013036,Kkongsi Myeongwan,음식,Cuisine > Foreign > Restaurant > Chinese,50,KOP013036:한국어|ENP013036:영어|JPP013036:일본어|CNP013036:중국어 간체|TCP013036:중국어 번체|RUP013036:러시아어,6
ENP012739,Hyehwa Kalguksu,음식,Cuisine > Korean > Restaurants,50,KOP012739:한국어|ENP012739:영어|JPP012739:일본어|CNP012739:중국어 간체|TCP012739:중국어 번체|RUP012739:러시아어,6
ENP012734,Hangangjip,음식,Cuisine > Korean > Restaurants,50,KOP012734:한국어|ENP012734:영어|JPP012734:일본어|CNP012734:중국어 간체|TCP012734:중국어 번체|RUP012734:러시아어,6
ENP013176,Pyeongnaeok,음식,Cuisine > Korean > Restaurants,50,KOP013176:한국어|ENP013176:영어|JPP013176:일본어|CNP013176:중국어 간체|TCP013176:중국어 번체,5
ENP013389,Pyeongyang Myeonok,음식,Cuisine > Korean > Restaurants,50,KOP013389:한국어|ENP013389:영어|JPP013389:일본어|CNP013389:중국어 간체|TCP013389:중국어 번체,5
ENP013394,Pyeongyangjip,음식,Cuisine > Korean > Restaurants,50,KOP013394:한국어|ENP013394:영어|JPP013394:일본어|CNP013394:중국어 간체|TCP013394:중국어 번체,5
ENP013409,Pildong Myeonok,음식,Cuisine > Korean > Restaurants,51,KOP013409:한국어|ENP013409:영어|JPP013409:일본어|CNP013409:중국어 간체|TCP013409:중국어 번체,5
ENP013161,Afternoon Tea,음식,Cuisine > Cafes > & > Tea > Shops,51,KOP013161:한국어|ENP013161:영어|JPP013161:일본어|CNP013161:중국어 간체|TCP013161:중국어 번체|RUP013161:러시아어,6
ENP013171,Pajuok,음식,Cuisine > Korean > Restaurants,51,KOP013171:한국어|ENP013171:영어|JPP013171:일본어|CNP013171:중국어 간체|TCP013171:중국어 번체,5
ENP013151,Taj,음식,Cuisine > Foreign > Restaurant > Others,51,KOP013151:한국어|ENP013151:영어|JPP013151:일본어|CNP013151:중국어 간체|TCP013151:중국어 번체,5
ENP012909,Canadian Lobster,음식,Cuisine > Foreign > Restaurant > Western,51,KOP012909:한국어|ENP012909:영어|JPP012909:일본어|CNP012909:중국어 간체|TCP012909:중국어 번체|RUP012909:러시아어,6
ENP012884,Cheong,음식,Cuisine > Foreign > Restaurant > Chinese,51,KOP012884:한국어|ENP012884:영어|JPP012884:일본어|CNP012884:중국어 간체|TCP012884:중국어 번체,5
ENP012894,Cheongsujeong,음식,Cuisine > Korean > Restaurants,51,KOP012894:한국어|ENP012894:영어|JPP012894:일본어|CNP012894:중국어 간체|TCP012894:중국어 번체,5
ENP012701,Chakraa,음식,Cuisine > Foreign > Restaurant > Others,51,KOP012701:한국어|ENP012701:영어|JPP012701:일본어|CNP012701:중국어 간체|TCP012701:중국어 번체|RUP012701:러시아어,6
ENP012627,Jineo,음식,Cuisine > Foreign > Restaurant > Japanese,51,KOP012627:한국어|ENP012627:영어|JPP012627:일본어|CNP012627:중국어 간체|TCP012627:중국어 번체,5
ENP012654,Jinju Hoegwan,음식,Cuisine > Korean > Restaurants,51,KOP012654:한국어|ENP012654:영어|JPP012654:일본어|CNP012654:중국어 간체|TCP012654:중국어 번체,5
ENP012460,Soseonjae,음식,Cuisine > Korean > Restaurants,51,KOP012460:한국어|ENP012460:영어|JPP012460:일본어|CNP012460:중국어 간체|TCP012460:중국어 번체,5
ENP012478,Jogeum,음식,Cuisine > Korean > Restaurants,51,KOP012478:한국어|ENP012478:영어|JPP012478:일본어|CNP012478:중국어 간체|TCP012478:중국어 번체,5
ENP012846,[Baeknyeon-gage] Imun Seollongtang,음식,Cuisine > Korean > Restaurants,51,KOP012846:한국어|ENP012846:영어|JPP012846:일본어|CNP012846:중국어 간체|TCP012846:중국어 번체|RUP012846:러시아어,6
ENP012633,Wangseong Sikdang,음식,Cuisine > Korean > Restaurants,51,KOP012633:한국어|ENP012633:영어|JPP012633:일본어|CNP012633:중국어 간체|TCP012633:중국어 번체|RUP012633:러시아어,6
ENP012680,Urimil Guksi,음식,Cuisine > Korean > Restaurants,51,KOP012680:한국어|ENP012680:영어|JPP012680:일본어|CNP012680:중국어 간체|TCP012680:중국어 번체,5
ENP012727,Ujeong Nakji,음식,Cuisine > Korean > Restaurants,51,KOP012727:한국어|ENP012727:영어|JPP012727:일본어|CNP012727:중국어 간체|TCP012727:중국어 번체,5
ENP012488,Ojangdong Hamheung Naengmyeon,음식,Cuisine > Korean > Restaurants,51,KOP012488:한국어|ENP012488:영어|JPP012488:일본어|CNP012488:중국어 간체|TCP012488:중국어 번체,5
ENP012577,Wan Chai,음식,Cuisine > Foreign > Restaurant > Chinese,51,KOP012577:한국어|ENP012577:영어|JPP012577:일본어|CNP012577:중국어 간체|TCP012577:중국어 번체,5
ENP012430,Myeongdong Budae Jjigae,음식,Cuisine > Korean > Restaurants,51,KOP012430:한국어|ENP012430:영어|JPP012430:일본어|CNP012430:중국어 간체|TCP012430:중국어 번체,5
ENP012454,Osuheugdubu,음식,Cuisine > Korean > Restaurants,51,KOP012454:한국어|ENP012454:영어|JPP012454:일본어|CNP012454:중국어 간체|TCP012454:중국어 번체,5
ENP012294,Yeongdeokhoe Sikdang,음식,Cuisine > Korean > Restaurants,52,KOP012294:한국어|ENP012294:영어|JPP012294:일본어|CNP012294:중국어 간체|TCP012294:중국어 번체,5
ENP012335,Yeongnak Golbaengi,음식,Cuisine > Korean > Restaurants,52,KOP012335:한국어|ENP012335:영어|JPP012335:일본어|CNP012335:중국어 간체|TCP012335:중국어 번체,5
ENP012371,Yeongyang Center,음식,Cuisine,52,KOP012371:한국어|ENP012371:영어|JPP012371:일본어|CNP012371:중국어 간체|TCP012371:중국어 번체,5
ENP012404,Yeongchunok,음식,Cuisine > Korean > Restaurants,52,KOP012404:한국어|ENP012404:영어|JPP012404:일본어|CNP012404:중국어 간체|TCP012404:중국어 번체,5
ENP012163,Encore Kalguksu,음식,Cuisine > Korean > Restaurants,52,KOP012163:한국어|ENP012163:영어|JPP012163:일본어|CNP012163:중국어 간체|TCP012163:중국어 번체,5
ENP012030,Songok,음식,Cuisine > Korean > Restaurants,52,KOP012030:한국어|ENP012030:영어|JPP012030:일본어|CNP012030:중국어 간체|TCP012030:중국어 번체,5
ENP012059,Songjuk,음식,Cuisine > Korean > Restaurants,52,KOP012059:한국어|ENP012059:영어|JPP012059:일본어|CNP012059:중국어 간체|TCP012059:중국어 번체,5
ENP012316,Somunnanjip Chueotang,음식,Cuisine > Korean > Restaurants,52,KOP012316:한국어|ENP012316:영어|JPP012316:일본어|CNP012316:중국어 간체|TCP012316:중국어 번체,5
ENP012350,Sokcho Saengtaejip,음식,Cuisine > Korean > Restaurants,52,KOP012350:한국어|ENP012350:영어|JPP012350:일본어|CNP012350:중국어 간체|TCP012350:중국어 번체|RUP012350:러시아어,6
ENP012396,Songbaek Sikdang,음식,Cuisine > Korean > Restaurants,52,KOP012396:한국어|ENP012396:영어|JPP012396:일본어|CNP012396:중국어 간체|TCP012396:중국어 번체,5
ENP012203,Saemban Makguksu,음식,Cuisine > Korean > Restaurants,52,KOP012203:한국어|ENP012203:영어|JPP012203:일본어|CNP012203:중국어 간체|TCP012203:중국어 번체|RUP012203:러시아어,6
ENP012268,Pungyoram,음식,Cuisine > Korean > Restaurants,52,KOP012268:한국어|ENP012268:영어|JPP012268:일본어|CNP012268:중국어 간체|TCP012268:중국어 번체|RUP012268:러시아어,6
ENP012284,Seorin Nakji,음식,Cuisine > Korean > Restaurants,52,KOP012284:한국어|ENP012284:영어|JPP012284:일본어|CNP012284:중국어 간체|TCP012284:중국어 번체,5
ENP012103,Samo Jjukkumi,음식,Cuisine > Korean > Restaurants,52,KOP012103:한국어|ENP012103:영어|JPP012103:일본어|CNP012103:중국어 간체|TCP012103:중국어 번체,5
ENP011936,B-hind,음식,Cuisine > Cafes > & > Tea > Shops,52,KOP011936:한국어|ENP011936:영어|JPP011936:일본어|CNP011936:중국어 간체|TCP011936:중국어 번체,5
ENP011956,Pomodoro,음식,Cuisine > Foreign > Restaurant > Western,52,KOP011956:한국어|ENP011956:영어|JPP011956:일본어|CNP011956:중국어 간체|TCP011956:중국어 번체,5
ENP011974,Sadong Myeonok,음식,Cuisine > Korean > Restaurants,52,KOP011974:한국어|ENP011974:영어|JPP011974:일본어|CNP011974:중국어 간체|TCP011974:중국어 번체,5
ENP012041,Sandong Gyoja,음식,Cuisine > Foreign > Restaurant > Chinese,52,KOP012041:한국어|ENP012041:영어|JPP012041:일본어|CNP012041:중국어 간체|TCP012041:중국어 번체|RUP012041:러시아어,6
ENP011877,Busan Sikdang,음식,Cuisine > Korean > Restaurants,52,KOP011877:한국어|ENP011877:영어|JPP011877:일본어|CNP011877:중국어 간체|TCP011877:중국어 번체,5
ENP011912,Bulia,음식,Cuisine > Foreign > Restaurant > Chinese,52,KOP011912:한국어|ENP011912:영어|JPP011912:일본어|CNP011912:중국어 간체|TCP011912:중국어 번체,5
ENP011853,Busan Galmaegi,음식,Cuisine > Korean > Restaurants,53,KOP011853:한국어|ENP011853:영어|JPP011853:일본어|CNP011853:중국어 간체|TCP011853:중국어 번체,5
ENP011802,Bogeonok,음식,Cuisine > Korean > Restaurants,53,KOP011802:한국어|ENP011802:영어|JPP011802:일본어|CNP011802:중국어 간체|TCP011802:중국어 번체,5
ENP010868,Mijin,음식,Cuisine > Korean > Restaurants,53,KOP010868:한국어|ENP010868:영어|JPP010868:일본어|CNP010868:중국어 간체|TCP010868:중국어 번체,5
ENP010848,Mugyo-dong Bugeo-guk,음식,Cuisine > Korean > Restaurants,53,KOP010848:한국어|ENP010848:영어|JPP010848:일본어|CNP010848:중국어 간체|TCP010848:중국어 번체,5
ENP010828,Mangnae Hoetjip,음식,Cuisine > Korean > Restaurants,53,KOP010828:한국어|ENP010828:영어|JPP010828:일본어|CNP010828:중국어 간체|TCP010828:중국어 번체,5
ENP010843,Myeongdong Tonkatsu,음식,Cuisine > Korean > Restaurants,53,KOP010843:한국어|ENP010843:영어|JPP010843:일본어|CNP010843:중국어 간체|TCP010843:중국어 번체,5
ENP010813,Little Saigon,음식,Cuisine > Foreign > Restaurant > Others,53,KOP010813:한국어|ENP010813:영어|JPP010813:일본어|CNP010813:중국어 간체|TCP010813:중국어 번체,5
ENP010803,Lamb House,음식,Cuisine > Foreign > Restaurant > Others,53,KOP010803:한국어|ENP010803:영어|JPP010803:일본어|CNP010803:중국어 간체|TCP010803:중국어 번체,5
ENP010793,La Callas,음식,Cuisine > Foreign > Restaurant > Western,53,KOP010793:한국어|ENP010793:영어|JPP010793:일본어|CNP010793:중국어 간체|TCP010793:중국어 번체,5
ENP010798,La Cucina,음식,Cuisine > Foreign > Restaurant > Western,53,KOP010798:한국어|ENP010798:영어|JPP010798:일본어|CNP010798:중국어 간체|TCP010798:중국어 번체,5
ENP010778,Doenjang Yesul Toenmaru,음식,Cuisine > Korean > Restaurants,53,KOP010778:한국어|ENP010778:영어|JPP010778:일본어|CNP010778:중국어 간체|TCP010778:중국어 번체,5
ENP010754,The Restaurant,음식,Cuisine > Foreign > Restaurant > Western,53,KOP010754:한국어|ENP010754:영어|JPP010754:일본어|CNP010754:중국어 간체|TCP010754:중국어 번체,5
ENP010764,Ton Kiang,음식,Cuisine > Foreign > Restaurant > Chinese,53,KOP010764:한국어|ENP010764:영어|JPP010764:일본어|CNP010764:중국어 간체|TCP010764:중국어 번체,5
ENP010728,Namaste,음식,Cuisine > Foreign > Restaurant > Others,53,KOP010728:한국어|ENP010728:영어|JPP010728:일본어|CNP010728:중국어 간체|TCP010728:중국어 번체,5
ENP010733,Nammaejip,음식,Cuisine > Korean > Restaurants,53,KOP010733:한국어|ENP010733:영어|JPP010733:일본어|CNP010733:중국어 간체|TCP010733:중국어 번체,5
ENP011538,Coffee Chingu,음식,Cuisine > Cafes > & > Tea > Shops,53,KOP011538:한국어|ENP011538:영어|JPP011538:일본어|CNP011538:중국어 간체|TCP011538:중국어 번체,5
ENP011062,Guksijip,음식,Cuisine > Korean > Restaurants,53,KOP011062:한국어|ENP011062:영어|JPP011062:일본어|CNP011062:중국어 간체|TCP011062:중국어 번체,5
ENP011093,Gukhwa Jeongwon,음식,Cuisine > Korean > Restaurants,53,KOP011093:한국어|ENP011093:영어|JPP011093:일본어|CNP011093:중국어 간체|TCP011093:중국어 번체,5
ENP011155,Gung,음식,Cuisine > Korean > Restaurants,53,KOP011155:한국어|ENP011155:영어|JPP011155:일본어|CNP011155:중국어 간체|TCP011155:중국어 번체,5
ENP010933,Gwanghwamun Jip,음식,Cuisine,53,KOP010933:한국어|ENP010933:영어|JPP010933:일본어|CNP010933:중국어 간체|TCP010933:중국어 번체,5
ENP010893,Gobau,음식,Cuisine > Korean > Restaurants,54,KOP010893:한국어|ENP010893:영어|JPP010893:일본어|CNP010893:중국어 간체|TCP010893:중국어 번체,5
ENP010694,Gaenmaeul,음식,Cuisine > Korean > Restaurants,54,KOP010694:한국어|ENP010694:영어|JPP010694:일본어|CNP010694:중국어 간체|TCP010694:중국어 번체,5
ENP010878,Gyeongin Misulgwan Jeontong Dawon,음식,Cuisine > Cafes > & > Tea > Shops,54,KOP010878:한국어|ENP010878:영어|JPP010878:일본어|CNP010878:중국어 간체|TCP010878:중국어 번체,5
ENP010577,Buddha&#039;s Belly,음식,Cuisine > Foreign > Restaurant > Others,54,KOP010577:한국어|ENP010577:영어|JPP010577:일본어|CNP010577:중국어 간체|TCP010577:중국어 번체,5
ENP010608,Gami Bunsik,음식,Cuisine > Korean > Restaurants,54,KOP010608:한국어|ENP010608:영어|JPP010608:일본어|CNP010608:중국어 간체|TCP010608:중국어 번체,5
ENP007850,Jinsadaek,음식,Cuisine > Korean > Restaurants,54,KOP007850:한국어|ENP007850:영어|JPP007850:일본어|CNP007850:중국어 간체|TCP007850:중국어 번체,5
ENP009490,Arirang,음식,Cuisine > Korean > Restaurants,54,KOP009490:한국어|ENP009490:영어|JPP009490:일본어|CNP009490:중국어 간체|TCP009490:중국어 번체,5
ENP007430,Hanaro Hwaegwan,음식,Cuisine > Korean > Restaurants,54,KOP007430:한국어|ENP007430:영어|JPP007430:일본어|CNP007430:중국어 간체|TCP007430:중국어 번체,5
ENP007290,Samcheonggak,음식,Cuisine > Korean > Restaurants,54,KOP007290:한국어|ENP007290:영어|JPP007290:일본어|CNP007290:중국어 간체|TCP007290:중국어 번체|RUP007290:러시아어,6
ENP007221,Galbi Myeongga Yisang (Gireum Branch),음식,Cuisine > Korean > Restaurants,54,KOP007221:한국어|ENP007221:영어|JPP007221:일본어|CNP007221:중국어 간체|TCP007221:중국어 번체,5
ENP007190,Cham Seolnongtang,음식,Cuisine > Korean > Restaurants,54,KOP007190:한국어|ENP007190:영어|JPP007190:일본어|CNP007190:중국어 간체|TCP007190:중국어 번체,5
ENP007196,Bonga Pyongyang Myeonok,음식,Cuisine > Korean > Restaurants,54,KOP007196:한국어|ENP007196:영어|JPP007196:일본어|CNP007196:중국어 간체|TCP007196:중국어 번체|RUP007196:러시아어,6
ENP007211,Wangga,음식,Cuisine > Korean > Restaurants,54,KOP007211:한국어|ENP007211:영어|JPP007211:일본어|CNP007211:중국어 간체|TCP007211:중국어 번체,5
ENP007145,Duremidam (Seoul National University Branch),음식,Cuisine > Korean > Restaurants,54,KOP007145:한국어|ENP007145:영어|JPP007145:일본어|CNP007145:중국어 간체|TCP007145:중국어 번체,5
ENP007165,Seoseokdae,음식,Cuisine > Korean > Restaurants,54,KOP007165:한국어|ENP007165:영어|JPP007165:일본어|CNP007165:중국어 간체|TCP007165:중국어 번체,5
ENP007175,Omiga (Yangjae Branch),음식,Cuisine > Korean > Restaurants,54,KOP007175:한국어|ENP007175:영어|JPP007175:일본어|CNP007175:중국어 간체|TCP007175:중국어 번체,5
ENP007180,Subin Tteokgalbi,음식,Cuisine > Korean > Restaurants,54,KOP007180:한국어|ENP007180:영어|JPP007180:일본어|CNP007180:중국어 간체|TCP007180:중국어 번체,5
ENP007130,geukrakdon,음식,Cuisine > Korean > Restaurants,54,KOP007130:한국어|ENP007130:영어|JPP007130:일본어|CNP007130:중국어 간체|TCP007130:중국어 번체,5
ENP007461,Donsoobaek,음식,Cuisine > Korean > Restaurants,54,KOP007461:한국어|ENP007461:영어|JPP007461:일본어|CNP007461:중국어 간체|TCP007461:중국어 번체,5
ENP007160,Mapo-ok,음식,Cuisine > Korean > Restaurants,54,KOP007160:한국어|ENP007160:영어|JPP007160:일본어|CNP007160:중국어 간체|TCP007160:중국어 번체,5
ENP007170,[Baeknyeon-gage] Yukjeon Hoegwan,음식,Cuisine > Korean > Restaurants,55,KOP007170:한국어|ENP007170:영어|JPP007170:일본어|CNP007170:중국어 간체|TCP007170:중국어 번체|RUP007170:러시아어,6
ENP007059,Gomone Restaurant,음식,Cuisine > Korean > Restaurants,55,KOP007059:한국어|ENP007059:영어|JPP007059:일본어|CNP007059:중국어 간체|TCP007059:중국어 번체,5
ENP007069,Gwangjang-dongGaon,음식,Cuisine > Korean > Restaurants,55,KOP007069:한국어|ENP007069:영어|JPP007069:일본어|CNP007069:중국어 간체|TCP007069:중국어 번체,5
ENP007088,Burimjeong Sutbulgalbi,음식,Cuisine > Korean > Restaurants,55,KOP007088:한국어|ENP007088:영어|JPP007088:일본어|CNP007088:중국어 간체|TCP007088:중국어 번체,5
ENP006113,Lanna Thai,음식,Cuisine > Foreign > Restaurant > Others,55,KOP006113:한국어|ENP006113:영어|JPP006113:일본어|CNP006113:중국어 간체|TCP006113:중국어 번체,5
ENP006277,HANS,음식,Cuisine > Cafes > & > Tea > Shops,55,KOP006277:한국어|ENP006277:영어|JPP006277:일본어|CNP006277:중국어 간체|TCP006277:중국어 번체|RUP006277:러시아어,6
ENP006917,Pyeonggaok(Yangjae Branch),음식,Cuisine > Korean > Restaurants,55,KOP006917:한국어|ENP006917:영어|JPP006917:일본어|CNP006917:중국어 간체|TCP006917:중국어 번체,5
ENP006072,Munhwaok,음식,Cuisine > Korean > Restaurants,55,KOP006072:한국어|ENP006072:영어|JPP006072:일본어|CNP006072:중국어 간체|TCP006072:중국어 번체,5
ENP006151,Baekje Samgyetang,음식,Cuisine > Korean > Restaurants,55,KOP006151:한국어|ENP006151:영어|JPP006151:일본어|CNP006151:중국어 간체|TCP006151:중국어 번체,5
ENP007306,Geumgang Barbecue Chicken,음식,Cuisine > Korean > Restaurants,55,KOP007306:한국어|ENP007306:영어|JPP007306:일본어|CNP007306:중국어 간체|TCP007306:중국어 번체,5
ENP006785,Gilson,음식,Cuisine > Bars > & > Clubs,55,KOP006785:한국어|ENP006785:영어|JPP006785:일본어|CNP006785:중국어 간체|TCP006785:중국어 번체,5
ENP007029,Florian,음식,Cuisine > Cafes > & > Tea > Shops,55,KOP007029:한국어|ENP007029:영어|JPP007029:일본어|CNP007029:중국어 간체|TCP007029:중국어 번체|RUP007029:러시아어,6
ENP006818,Sabal,음식,Cuisine > Korean > Restaurants,55,KOP006818:한국어|ENP006818:영어|JPP006818:일본어|CNP006818:중국어 간체|TCP006818:중국어 번체|RUP006818:러시아어,6
ENP004309,Dongbuk Hwagwawang,음식,Cuisine > Foreign > Restaurant > Chinese,55,KOP004309:한국어|ENP004309:영어|JPP004309:일본어|CNP004309:중국어 간체|TCP004309:중국어 번체,5
ENP006853,Cheombeong Agujjim,음식,Cuisine > Korean > Restaurants,55,KOP006853:한국어|ENP006853:영어|JPP006853:일본어|CNP006853:중국어 간체|TCP006853:중국어 번체,5
ENP006392,Yeouido Yangjitang,음식,Cuisine > Korean > Restaurants,55,KOP006392:한국어|ENP006392:영어|CNP006392:중국어 간체|TCP006392:중국어 번체,4
ENP006341,Hanujib Wi,음식,Cuisine > Korean > Restaurants,55,KOP006341:한국어|ENP006341:영어|JPP006341:일본어|CNP006341:중국어 간체|TCP006341:중국어 번체,5
ENP007244,Marimo,음식,Cuisine > Foreign > Restaurant > Japanese,55,KOP007244:한국어|ENP007244:영어|JPP007244:일본어|CNP007244:중국어 간체|TCP007244:중국어 번체,5
ENP006678,Artise,음식,Cuisine > Cafes > & > Tea > Shops,55,KOP006678:한국어|ENP006678:영어|JPP006678:일본어|CNP006678:중국어 간체|TCP006678:중국어 번체,5
ENP007436,Bulia (Gangnam branch),음식,Cuisine > Foreign > Restaurant > Chinese,55,KOP007436:한국어|ENP007436:영어|JPP007436:일본어|CNP007436:중국어 간체|TCP007436:중국어 번체,5
ENP004836,Mano di Chef,음식,Cuisine > Foreign > Restaurant > Western,56,KOP004836:한국어|ENP004836:영어|JPP004836:일본어|CNP004836:중국어 간체|TCP004836:중국어 번체,5
ENP005970,Hanchu,음식,Cuisine > Korean > Restaurants,56,KOP005970:한국어|ENP005970:영어|JPP005970:일본어|CNP005970:중국어 간체|TCP005970:중국어 번체,5
ENP006661,Paul &amp; Paulina,음식,Cuisine > Cafes > & > Tea > Shops,56,KOP006661:한국어|ENP006661:영어|JPP006661:일본어|CNP006661:중국어 간체|TCP006661:중국어 번체|RUP006661:러시아어,6
ENP006289,Heukdonga,음식,Cuisine > Korean > Restaurants,56,KOP006289:한국어|ENP006289:영어|JPP006289:일본어|CNP006289:중국어 간체|TCP006289:중국어 번체,5
ENP004966,Vitamin Cafe&amp;Pub,음식,Cuisine > Bars > & > Clubs,56,KOP004966:한국어|ENP004966:영어|JPP004966:일본어|CNP004966:중국어 간체|TCP004966:중국어 번체|RUP004966:러시아어,6
ENP006859,Standing Coffee,음식,Cuisine > Cafes > & > Tea > Shops,56,KOP006859:한국어|ENP006859:영어|JPP006859:일본어|CNP006859:중국어 간체|TCP006859:중국어 번체,5
ENP006520,Jangsarang,음식,Cuisine > Korean > Restaurants,56,KOP006520:한국어|ENP006520:영어|JPP006520:일본어|CNP006520:중국어 간체|TCP006520:중국어 번체,5
ENP006582,Maple Tree House Itaewon Branch,음식,Cuisine > Korean > Restaurants,56,KOP006582:한국어|ENP006582:영어|JPP006582:일본어|CNP006582:중국어 간체|TCP006582:중국어 번체,5
ENP004447,Gangnam Gyoja,음식,Cuisine > Korean > Restaurants,56,KOP004447:한국어|ENP004447:영어|JPP004447:일본어|CNP004447:중국어 간체|TCP004447:중국어 번체,5
ENP006262,Jeonju Seolleongtang,음식,Cuisine > Korean > Restaurants,56,KOP006262:한국어|ENP006262:영어|JPP006262:일본어|CNP006262:중국어 간체|TCP006262:중국어 번체|RUP006262:러시아어,6
ENP006987,Hwangsojip,음식,Cuisine > Korean > Restaurants,56,KOP006987:한국어|ENP006987:영어|JPP006987:일본어|CNP006987:중국어 간체|TCP006987:중국어 번체,5
ENP006746,Tumbler Beer,음식,Cuisine > Bars > & > Clubs,56,KOP006746:한국어|ENP006746:영어|JPP006746:일본어|CNP006746:중국어 간체|TCP006746:중국어 번체|RUP006746:러시아어,6
ENP006205,Mazue Ramen,음식,Cuisine > Foreign > Restaurant > Japanese,56,KOP006205:한국어|ENP006205:영어|JPP006205:일본어|CNP006205:중국어 간체|TCP006205:중국어 번체,5
ENP006334,Home Sukki,음식,Cuisine > Foreign > Restaurant > Others,56,KOP006334:한국어|ENP006334:영어|JPP006334:일본어|CNP006334:중국어 간체|TCP006334:중국어 번체,5
ENP007280,Gami Udon,음식,Cuisine > Foreign > Restaurant > Japanese,56,KOP007280:한국어|ENP007280:영어|JPP007280:일본어|CNP007280:중국어 간체|TCP007280:중국어 번체,5
ENP006806,Gamchon,음식,Cuisine > Korean > Restaurants,56,KOP006806:한국어|ENP006806:영어|JPP006806:일본어|CNP006806:중국어 간체|TCP006806:중국어 번체,5
ENP006843,Daeryeonjip,음식,Cuisine > Korean > Restaurants,56,KOP006843:한국어|ENP006843:영어|JPP006843:일본어|CNP006843:중국어 간체|TCP006843:중국어 번체,5
ENP006848,Myeonghwadang,음식,Cuisine > Korean > Restaurants,56,KOP006848:한국어|ENP006848:영어|JPP006848:일본어|CNP006848:중국어 간체|TCP006848:중국어 번체,5
ENP007019,Neulpureun Mokjang,음식,Cuisine > Korean > Restaurants,56,KOP007019:한국어|ENP007019:영어|JPP007019:일본어|CNP007019:중국어 간체|TCP007019:중국어 번체,5
ENP006294,Nariuijip,음식,Cuisine > Korean > Restaurants,56,KOP006294:한국어|ENP006294:영어|JPP006294:일본어|CNP006294:중국어 간체|TCP006294:중국어 번체,5
ENP006299,Manbal,음식,Cuisine > Korean > Restaurants,57,KOP006299:한국어|ENP006299:영어|JPP006299:일본어|CNP006299:중국어 간체|TCP006299:중국어 번체,5
ENP006304,Sinanchon,음식,Cuisine > Korean > Restaurants,57,KOP006304:한국어|ENP006304:영어|JPP006304:일본어|CNP006304:중국어 간체|TCP006304:중국어 번체,5
ENP006236,Sandeulhae,음식,Cuisine > Korean > Restaurants,57,KOP006236:한국어|ENP006236:영어|JPP006236:일본어|CNP006236:중국어 간체|TCP006236:중국어 번체,5
ENP006381,Mami Cheonggukjang,음식,Cuisine > Korean > Restaurants,57,KOP006381:한국어|ENP006381:영어|JPP006381:일본어|CNP006381:중국어 간체|TCP006381:중국어 번체,5
ENP006134,Garam Guksi,음식,Cuisine > Korean > Restaurants,57,KOP006134:한국어|ENP006134:영어|JPP006134:일본어|CNP006134:중국어 간체|TCP006134:중국어 번체,5
ENP004069,Sicily,음식,Cuisine > Cafes > & > Tea > Shops,57,KOP004069:한국어|ENP004069:영어|JPP004069:일본어|CNP004069:중국어 간체|TCP004069:중국어 번체|RUP004069:러시아어,6
ENP006026,Serim,음식,Cuisine > Korean > Restaurants,57,KOP006026:한국어|ENP006026:영어|JPP006026:일본어|CNP006026:중국어 간체|TCP006026:중국어 번체,5
ENP006613,Napoleon Bakery,음식,Cuisine > Cafes > & > Tea > Shops,57,KOP006613:한국어|ENP006613:영어|JPP006613:일본어|CNP006613:중국어 간체|TCP006613:중국어 번체,5
ENP006775,Jubilee Chocolatier,음식,Cuisine > Cafes > & > Tea > Shops,57,KOP006775:한국어|ENP006775:영어|JPP006775:일본어|CNP006775:중국어 간체|TCP006775:중국어 번체,5
ENP006407,Hampyeong Myeonok,음식,Cuisine > Korean > Restaurants,57,KOP006407:한국어|ENP006407:영어|JPP006407:일본어|CNP006407:중국어 간체|TCP006407:중국어 번체,5
ENP006455,Cheolcheol Bokjip,음식,Cuisine > Korean > Restaurants,57,KOP006455:한국어|ENP006455:영어|JPP006455:일본어|CNP006455:중국어 간체|TCP006455:중국어 번체,5
ENP004978,Mongno,음식,Cuisine > Korean > Restaurants,57,KOP004978:한국어|ENP004978:영어|JPP004978:일본어|CNP004978:중국어 간체|TCP004978:중국어 번체,5
ENP006215,Jinachun,음식,Cuisine > Foreign > Restaurant > Chinese,57,KOP006215:한국어|ENP006215:영어|JPP006215:일본어|CNP006215:중국어 간체|TCP006215:중국어 번체,5
ENP006284,Dongpyo Golbaengi,음식,Cuisine,57,KOP006284:한국어|ENP006284:영어|JPP006284:일본어|CNP006284:중국어 간체|TCP006284:중국어 번체|RUP006284:러시아어,6
ENP006118,Hwangtae Bonga,음식,Cuisine > Korean > Restaurants,57,KOP006118:한국어|ENP006118:영어|JPP006118:일본어|CNP006118:중국어 간체|TCP006118:중국어 번체,5
